"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.164740096E1,-1.707860184E1,2.406756592E1,-4.194891357E1,5.128974283E1
1.165744896E1,-1.687205505E1,2.386328125E1,-4.201298523E1,5.117825087E1
1.166749796E1,-1.689207077E1,2.393608665E1,-4.212811279E1,5.131331393E1
1.167754596E1,-1.700972366E1,2.416854477E1,-4.206859589E1,5.141221659E1
1.168759496E1,-1.704422379E1,2.413227081E1,-4.244502640E1,5.171510732E1
1.169764296E1,-1.714948273E1,2.423793793E1,-4.198215103E1,5.142065147E1
1.170769096E1,-1.701845169E1,2.394501877E1,-4.202806091E1,5.127718329E1
1.171773996E1,-1.696791458E1,2.407623863E1,-4.201033020E1,5.130734095E1
1.172778796E1,-1.685084534E1,2.411860657E1,-4.187294006E1,5.117617884E1
1.173783696E1,-1.681031036E1,2.405823708E1,-4.211817551E1,5.133542650E1
1.174788496E1,-1.683627319E1,2.412057877E1,-4.219733810E1,5.143809637E1
1.175793296E1,-1.687481308E1,2.425342941E1,-4.201833725E1,5.136661192E1
1.176798196E1,-1.685874557E1,2.408543015E1,-4.214785767E1,5.138839512E1
1.177802996E1,-1.684293747E1,2.396639061E1,-4.189981079E1,5.112403120E1
1.178807896E1,-1.688584900E1,2.416711617E1,-4.199107742E1,5.130723130E1
1.179812696E1,-1.692695618E1,2.422183228E1,-4.197878265E1,5.133650940E1
1.180817496E1,-1.680929184E1,2.426905060E1,-4.213441467E1,5.144752675E1
1.181822396E1,-1.687528992E1,2.432130814E1,-4.201415253E1,5.139543221E1
1.182827196E1,-1.677540588E1,2.421271896E1,-4.194028473E1,5.125092668E1
1.183832096E1,-1.683044052E1,2.444195366E1,-4.197747040E1,5.140798428E1
1.184836896E1,-1.685956573E1,2.437230682E1,-4.222592163E1,5.158762210E1
1.185841696E1,-1.681581879E1,2.411328125E1,-4.216483307E1,5.140131557E1
1.186846596E1,-1.671047211E1,2.410774231E1,-4.200397491E1,5.123238259E1
1.187851396E1,-1.694369507E1,2.412102318E1,-4.213300323E1,5.142083744E1
1.188856296E1,-1.688151550E1,2.424932098E1,-4.240461731E1,5.168333100E1
1.189861096E1,-1.689884567E1,2.420581055E1,-4.213525391E1,5.144775866E1
1.190865896E1,-1.691596222E1,2.402656555E1,-4.216677856E1,5.139516363E1
1.191870796E1,-1.691669464E1,2.410278702E1,-4.243026733E1,5.164732796E1
1.192875596E1,-1.677170181E1,2.415319061E1,-4.218869400E1,5.142521269E1
1.193880496E1,-1.685655594E1,2.431198692E1,-4.225588989E1,5.158271432E1
1.194885296E1,-1.675923538E1,2.429086685E1,-4.212141418E1,5.143084401E1
1.195890096E1,-1.671471405E1,2.413131142E1,-4.235597229E1,5.153377771E1
1.196894996E1,-1.672283936E1,2.409638977E1,-4.233595276E1,5.150361397E1
1.197899796E1,-1.683084869E1,2.419519806E1,-4.230977249E1,5.156357169E1
1.198904696E1,-1.685680008E1,2.435413551E1,-4.232149124E1,5.165640567E1
1.199909496E1,-1.695235443E1,2.427524567E1,-4.213272858E1,5.149598713E1
1.200914296E1,-1.682653809E1,2.421413803E1,-4.238898468E1,5.163606188E1
1.201919196E1,-1.675184631E1,2.428325653E1,-4.218522644E1,5.147712339E1
1.202923996E1,-1.690884781E1,2.439730835E1,-4.221426010E1,5.160602237E1
1.203928896E1,-1.677518845E1,2.441493225E1,-4.225432205E1,5.160352310E1
1.204933696E1,-1.675490570E1,2.425413513E1,-4.200352097E1,5.131555037E1
1.205938496E1,-1.667574692E1,2.414500427E1,-4.221423340E1,5.141112008E1
1.206943396E1,-1.669893265E1,2.411550522E1,-4.213231659E1,5.133755005E1
1.207948196E1,-1.673485184E1,2.447591782E1,-4.206834030E1,5.146718444E1
1.208953096E1,-1.682773209E1,2.446689987E1,-4.205481720E1,5.148212706E1
1.209957896E1,-1.686020279E1,2.422193146E1,-4.196467590E1,5.130304499E1
1.210962696E1,-1.670193863E1,2.423609161E1,-4.208124542E1,5.135342352E1
1.211967596E1,-1.668758011E1,2.445395279E1,-4.219697952E1,5.154664119E1
1.212972396E1,-1.677729416E1,2.419232178E1,-4.221256256E1,5.146500238E1
1.213977296E1,-1.682963562E1,2.430661964E1,-4.229148865E1,5.160056594E1
1.214982096E1,-1.685081100E1,2.434331894E1,-4.194028473E1,5.133745700E1
1.215986896E1,-1.694492722E1,2.424860001E1,-4.201064301E1,5.138111799E1
1.216991796E1,-1.691184235E1,2.432925034E1,-4.223608398E1,5.159272840E1
1.217996596E1,-1.694921112E1,2.437885284E1,-4.233849335E1,5.171220593E1
1.219001496E1,-1.683866882E1,2.439420319E1,-4.231671906E1,5.166548779E1
1.220006296E1,-1.687848663E1,2.451762009E1,-4.204357910E1,5.151368313E1
1.221011196E1,-1.691091156E1,2.446196938E1,-4.219947052E1,5.162520884E1
1.222015996E1,-1.679777908E1,2.439876556E1,-4.222288513E1,5.157748707E1
1.223020796E1,-1.672234344E1,2.461268806E1,-4.239176178E1,5.179268916E1
1.224025696E1,-1.675407791E1,2.444261169E1,-4.231107330E1,5.165624180E1
1.225030496E1,-1.679494095E1,2.451831055E1,-4.240041351E1,5.177849611E1
1.226035396E1,-1.680286026E1,2.456845474E1,-4.245762634E1,5.185166454E1
1.227040196E1,-1.685153961E1,2.441965103E1,-4.248286057E1,5.181782691E1
1.228044996E1,-1.701430130E1,2.438552094E1,-4.237686539E1,5.176812533E1
1.229049896E1,-1.690230942E1,2.443135834E1,-4.231611252E1,5.170331433E1
1.230054696E1,-1.702173996E1,2.459401894E1,-4.195662689E1,5.152634218E1
1.231059596E1,-1.698119736E1,2.477668762E1,-4.201749802E1,5.164993178E1
1.232064396E1,-1.711695862E1,2.483377457E1,-4.210070801E1,5.178973109E1
1.233069196E1,-1.706770325E1,2.452833939E1,-4.215124512E1,5.166888224E1
1.234074096E1,-1.706969833E1,2.459774780E1,-4.208797455E1,5.165095739E1
1.235078896E1,-1.700962830E1,2.447867203E1,-4.187025833E1,5.139699769E1
1.236083796E1,-1.692929459E1,2.442180252E1,-4.202437592E1,5.146915217E1
1.237088596E1,-1.692245483E1,2.452230072E1,-4.238452148E1,5.180888313E1
1.238093396E1,-1.693244171E1,2.446366119E1,-4.235523987E1,5.176045446E1
1.239098296E1,-1.692759705E1,2.461223984E1,-4.232180023E1,5.180193690E1
1.240103096E1,-1.707313538E1,2.468825722E1,-4.195162964E1,5.158431181E1
1.241107996E1,-1.706527328E1,2.464671135E1,-4.209133911E1,5.167557219E1
1.242112708E1,-1.707008743E1,2.466399956E1,-4.205053329E1,5.165218398E1
1.243117508E1,-1.705895996E1,2.438278961E1,-4.230953979E1,5.172645070E1
1.244122408E1,-1.708705521E1,2.442530823E1,-4.235150909E1,5.179009037E1
1.245127208E1,-1.701821518E1,2.449056053E1,-4.233593750E1,5.178550769E1
1.246132108E1,-1.696920395E1,2.439819336E1,-4.214847565E1,5.157247058E1
1.247136908E1,-1.699747467E1,2.445177460E1,-4.211380768E1,5.157883503E1
1.248141708E1,-1.704274750E1,2.459720993E1,-4.224198914E1,5.176739925E1
1.249146608E1,-1.699368286E1,2.463276291E1,-4.220673752E1,5.173941397E1
1.250151408E1,-1.714313126E1,2.459971809E1,-4.220413971E1,5.177086524E1
1.251156308E1,-1.707058716E1,2.446638489E1,-4.241506958E1,5.185602244E1
1.252161108E1,-1.705172348E1,2.444177628E1,-4.214459991E1,5.161713866E1
1.253166008E1,-1.695786667E1,2.437265015E1,-4.205676270E1,5.148171137E1
1.254170808E1,-1.695368576E1,2.439972878E1,-4.215554810E1,5.157387382E1
1.255175608E1,-1.684642410E1,2.440913773E1,-4.197525787E1,5.139581970E1
1.256180508E1,-1.689808273E1,2.450495148E1,-4.208591461E1,5.154863777E1
1.257185308E1,-1.688410950E1,2.459811020E1,-4.196105957E1,5.148660699E1
1.258190208E1,-1.707580185E1,2.469430161E1,-4.202242661E1,5.164567628E1
1.259195008E1,-1.702441025E1,2.457759666E1,-4.205830765E1,5.160222906E1
1.260199808E1,-1.698461151E1,2.460599136E1,-4.182716751E1,5.141443164E1
1.261204708E1,-1.692042923E1,2.462823105E1,-4.191984940E1,5.147935958E1
1.262209508E1,-1.686343002E1,2.458708763E1,-4.212295532E1,5.160662279E1
1.263214408E1,-1.685382462E1,2.450619125E1,-4.205699921E1,5.151112497E1
1.264219208E1,-1.679022217E1,2.464409256E1,-4.208644104E1,5.158014519E1
1.265224008E1,-1.685085678E1,2.459685135E1,-4.233863068E1,5.178335754E1
1.266228908E1,-1.686590958E1,2.460758591E1,-4.232128906E1,5.177918209E1
1.267233708E1,-1.697892761E1,2.460717010E1,-4.230912781E1,5.180597552E1
1.268238608E1,-1.694090271E1,2.470585251E1,-4.230328369E1,5.183571302E1
1.269243408E1,-1.700547791E1,2.450154877E1,-4.229471207E1,5.175282446E1
1.270248208E1,-1.682446671E1,2.453749657E1,-4.220845032E1,5.164014616E1
1.271253108E1,-1.697541809E1,2.451508904E1,-4.220272827E1,5.167421681E1
1.272257908E1,-1.692401123E1,2.438410568E1,-4.214721680E1,5.154992386E1
1.273262808E1,-1.690995026E1,2.456211090E1,-4.225213623E1,5.171543992E1
1.274267608E1,-1.690426636E1,2.439755440E1,-4.213240814E1,5.153770171E1
1.275272508E1,-1.703289795E1,2.439120674E1,-4.227109909E1,5.169038980E1
1.276277308E1,-1.704646301E1,2.453974533E1,-4.228674316E1,5.177788765E1
1.277282108E1,-1.699471664E1,2.461569786E1,-4.229455566E1,5.180330505E1
1.278287008E1,-1.679137421E1,2.460313606E1,-4.218939972E1,5.164503849E1
1.279291808E1,-1.687690353E1,2.443299484E1,-4.230603790E1,5.168754156E1
1.280296608E1,-1.688502502E1,2.461055374E1,-4.229426193E1,5.176473721E1
1.281301508E1,-1.675341797E1,2.463618851E1,-4.208962250E1,5.156699642E1
1.282306308E1,-1.670259094E1,2.458132935E1,-4.232743835E1,5.171876192E1
1.283311208E1,-1.671810913E1,2.460805893E1,-4.233792877E1,5.174506691E1
1.284316008E1,-1.685669708E1,2.470054817E1,-4.236100769E1,5.185287156E1
1.285320908E1,-1.688104248E1,2.462906456E1,-4.253512573E1,5.196919604E1
1.286325708E1,-1.692190933E1,2.462174225E1,-4.234265137E1,5.182162996E1
1.287330508E1,-1.697793579E1,2.463828087E1,-4.238171768E1,5.187971840E1
1.288335408E1,-1.703811264E1,2.480225372E1,-4.235813141E1,5.195825602E1
1.289340208E1,-1.703589630E1,2.486782837E1,-4.232675934E1,5.196330635E1
1.290345108E1,-1.693625641E1,2.465711212E1,-4.233541870E1,5.183722249E1
1.291349908E1,-1.692860794E1,2.481824493E1,-4.223503113E1,5.182972991E1
1.292354708E1,-1.722367096E1,2.482536316E1,-4.232919312E1,5.200686577E1
1.293359608E1,-1.690905380E1,2.483659172E1,-4.229273224E1,5.187916334E1
1.294364408E1,-1.689266968E1,2.468863297E1,-4.239378357E1,5.188567983E1
1.295369308E1,-1.697159958E1,2.462850189E1,-4.235851288E1,5.185404431E1
1.296374108E1,-1.707661057E1,2.488217926E1,-4.215950775E1,5.184744513E1
1.297378908E1,-1.696416473E1,2.485649490E1,-4.229298019E1,5.190688199E1
1.298383808E1,-1.712583160E1,2.481891632E1,-4.228582764E1,5.193615248E1
1.299388608E1,-1.700132751E1,2.481917953E1,-4.221373749E1,5.183663225E1
1.300393508E1,-1.708768082E1,2.486345291E1,-4.208238983E1,5.177941348E1
1.301398308E1,-1.709535980E1,2.485415649E1,-4.204909897E1,5.175043136E1
1.302403208E1,-1.688121414E1,2.477468491E1,-4.205062866E1,5.164315806E1
1.303408008E1,-1.680809402E1,2.480745316E1,-4.206970596E1,5.165057518E1
1.304412808E1,-1.691215134E1,2.480156326E1,-4.200135803E1,5.162608333E1
1.305417708E1,-1.693272781E1,2.450172615E1,-4.221031952E1,5.166007094E1
1.306422508E1,-1.701210403E1,2.466165161E1,-4.209211349E1,5.166579877E1
1.307427408E1,-1.690530777E1,2.465233612E1,-4.214525223E1,5.166961769E1
1.308432208E1,-1.704180527E1,2.477151871E1,-4.218378067E1,5.180272790E1
1.309437008E1,-1.715031052E1,2.488709068E1,-4.204019928E1,5.177720337E1
1.310441908E1,-1.713865280E1,2.472002411E1,-4.203597641E1,5.168980871E1
1.311446708E1,-1.717707825E1,2.468862152E1,-4.186283875E1,5.154684585E1
1.312451608E1,-1.700940704E1,2.460694885E1,-4.183616638E1,5.143040616E1
1.313456408E1,-1.707119370E1,2.472727203E1,-4.185864258E1,5.152678522E1
1.314461208E1,-1.710662842E1,2.465355682E1,-4.187189102E1,5.151397730E1
1.315466108E1,-1.706108475E1,2.478912354E1,-4.206880951E1,5.172394022E1
1.316470908E1,-1.704880142E1,2.488566017E1,-4.201340485E1,5.172121324E1
1.317475808E1,-1.709650803E1,2.488224411E1,-4.193766022E1,5.167382319E1
1.318480608E1,-1.701082993E1,2.469565582E1,-4.217886353E1,5.175229734E1
1.319485408E1,-1.708792877E1,2.467925072E1,-4.224027252E1,5.181991266E1
1.320490308E1,-1.723052597E1,2.475363541E1,-4.194546509E1,5.166290287E1
1.321495108E1,-1.714330673E1,2.472842407E1,-4.203847885E1,5.169740445E1
1.322500008E1,-1.722211838E1,2.476091766E1,-4.204246521E1,5.174237418E1
1.323504808E1,-1.712413788E1,2.469068527E1,-4.206018829E1,5.169067108E1
1.324509708E1,-1.704686737E1,2.477115631E1,-4.209564590E1,5.173247796E1
1.325514508E1,-1.705824280E1,2.464750099E1,-4.169465256E1,5.135101756E1
1.326519308E1,-1.716450882E1,2.484521103E1,-4.192256927E1,5.166630129E1
1.327524208E1,-1.711753082E1,2.474042702E1,-4.205020142E1,5.170413939E1
1.328529008E1,-1.713988876E1,2.471898842E1,-4.203035355E1,5.168515062E1
1.329533908E1,-1.716276932E1,2.481948090E1,-4.206038666E1,5.176527222E1
1.330538708E1,-1.723218918E1,2.481752777E1,-4.204170990E1,5.177222614E1
1.331543508E1,-1.714981842E1,2.497655487E1,-4.204558563E1,5.182447140E1
1.332548408E1,-1.696961975E1,2.471790123E1,-4.179049301E1,5.143333493E1
1.333553208E1,-1.720373154E1,2.471109200E1,-4.200905228E1,5.168526792E1
1.334558108E1,-1.710832596E1,2.467358017E1,-4.186219406E1,5.151624663E1
1.335562908E1,-1.722344971E1,2.471277809E1,-4.181098938E1,5.153181012E1
1.336567708E1,-1.710725784E1,2.462344170E1,-4.199739838E1,5.160187615E1
1.337572608E1,-1.715271759E1,2.499980164E1,-4.205145645E1,5.184140037E1
1.338577408E1,-1.715194702E1,2.488693619E1,-4.206782532E1,5.180010431E1
1.339582308E1,-1.714621353E1,2.495433617E1,-4.189043808E1,5.168675202E1
1.340587108E1,-1.717100906E1,2.505158997E1,-4.183734131E1,5.169902165E1
1.341592058E1,-1.715834045E1,2.503308296E1,-4.216224289E1,5.194919263E1
1.342596858E1,-1.716448212E1,2.491253281E1,-4.195902252E1,5.172826411E1
1.343601658E1,-1.708128357E1,2.488853836E1,-4.213529587E1,5.183235233E1
1.344606558E1,-1.724118805E1,2.506582832E1,-4.205260468E1,5.190352469E1
1.345611358E1,-1.719939423E1,2.509524155E1,-4.195755005E1,5.182688796E1
1.346616258E1,-1.706973648E1,2.508982468E1,-4.199675751E1,5.181315322E1
1.347621058E1,-1.710604858E1,2.499746323E1,-4.197391510E1,5.176195142E1
1.348625858E1,-1.706776428E1,2.495316505E1,-4.205670166E1,5.179512697E1
1.349630758E1,-1.713511276E1,2.502041817E1,-4.210639954E1,5.189009825E1
1.350635558E1,-1.719150543E1,2.511097145E1,-4.173999023E1,5.165593413E1
1.351640458E1,-1.717529678E1,2.501195145E1,-4.185447693E1,5.169512331E1
1.352645258E1,-1.713523102E1,2.497782135E1,-4.199351120E1,5.177801352E1
1.353650058E1,-1.716402054E1,2.515497971E1,-4.200479889E1,5.188236439E1
1.354654958E1,-1.728619766E1,2.513862610E1,-4.184003448E1,5.178176935E1
1.355659758E1,-1.723178864E1,2.514922142E1,-4.179001999E1,5.172836406E1
1.356664658E1,-1.726295471E1,2.514339447E1,-4.181799698E1,5.175852357E1
1.357669458E1,-1.725852966E1,2.514789391E1,-4.179682541E1,5.174213011E1
1.358674358E1,-1.717307663E1,2.507143021E1,-4.196520233E1,5.181283027E1
1.359679158E1,-1.701369095E1,2.491273880E1,-4.204965210E1,5.175213499E1
1.360683958E1,-1.705765533E1,2.499699211E1,-4.197883606E1,5.174974297E1
1.361688858E1,-1.709494781E1,2.488734818E1,-4.198670197E1,5.171557291E1
1.362693658E1,-1.717553329E1,2.486711502E1,-4.187024307E1,5.163806356E1
1.363698558E1,-1.718100357E1,2.507081223E1,-4.206575394E1,5.189662960E1
1.364703358E1,-1.709192276E1,2.498114777E1,-4.209449005E1,5.184725316E1
1.365708158E1,-1.715062332E1,2.518020248E1,-4.189095306E1,5.179805427E1
1.366713058E1,-1.715233231E1,2.507047272E1,-4.189325714E1,5.174723277E1
1.367717858E1,-1.713358307E1,2.516323853E1,-4.180278015E1,5.171286755E1
1.368722758E1,-1.711605453E1,2.513415527E1,-4.179914093E1,5.168997259E1
1.369727558E1,-1.704244614E1,2.502255630E1,-4.165768433E1,5.149695096E1
1.370732358E1,-1.724348450E1,2.508551407E1,-4.148159790E1,5.145234434E1
1.371737258E1,-1.708723068E1,2.525849152E1,-4.171433258E1,5.167253031E1
1.372742058E1,-1.731599808E1,2.539249802E1,-4.168946075E1,5.179414912E1
1.373746958E1,-1.730266571E1,2.546556854E1,-4.165646362E1,5.179901914E1
1.374751758E1,-1.711317825E1,2.534930420E1,-4.174569702E1,5.175085809E1
1.375756658E1,-1.714923859E1,2.525731087E1,-4.165433884E1,5.164409047E1
1.376761458E1,-1.702767944E1,2.530451584E1,-4.172515106E1,5.168412348E1
1.377766258E1,-1.715095139E1,2.537545776E1,-4.170585632E1,5.174405707E1
1.378771158E1,-1.709463501E1,2.537896729E1,-4.172821808E1,5.174517089E1
1.379775958E1,-1.705902481E1,2.541051102E1,-4.176603699E1,5.177939980E1
1.380780858E1,-1.707534790E1,2.554455185E1,-4.157584381E1,5.169760559E1
1.381785658E1,-1.698774338E1,2.537272263E1,-4.152253342E1,5.154104442E1
1.382790458E1,-1.704681015E1,2.557056236E1,-4.165037155E1,5.176099735E1
1.383795358E1,-1.714225769E1,2.556309891E1,-4.193260193E1,5.201607568E1
1.384800158E1,-1.710185623E1,2.563533401E1,-4.176843262E1,5.190612488E1
1.385805058E1,-1.723953247E1,2.560614967E1,-4.147783661E1,5.170384232E1
1.386809858E1,-1.715270233E1,2.564244461E1,-4.166686249E1,5.184474508E1
1.387814758E1,-1.715406036E1,2.574371719E1,-4.136867523E1,5.165624892E1
1.388819558E1,-1.716667175E1,2.551839447E1,-4.123378754E1,5.144033738E1
1.389824358E1,-1.707212448E1,2.555163383E1,-4.161953735E1,5.173518450E1
1.390829258E1,-1.722577667E1,2.575120735E1,-4.175074768E1,5.199016247E1
1.391834058E1,-1.725344086E1,2.583286476E1,-4.167151642E1,5.197627732E1
1.392838958E1,-1.711866379E1,2.562903023E1,-4.138100052E1,5.159731625E1
1.393843758E1,-1.716635513E1,2.595915794E1,-4.147151184E1,5.185024517E1
1.394848558E1,-1.722850418E1,2.586270714E1,-4.137261200E1,5.174354066E1
1.395853458E1,-1.725491714E1,2.582042122E1,-4.130525208E1,5.167736610E1
1.396858258E1,-1.716472244E1,2.599828148E1,-4.133425140E1,5.175962399E1
1.397863158E1,-1.715864944E1,2.591730881E1,-4.115649796E1,5.157502759E1
1.398867958E1,-1.700980377E1,2.584187889E1,-4.120714188E1,5.152829000E1
1.399872758E1,-1.716898346E1,2.607592010E1,-4.135394287E1,5.181579097E1
1.400877658E1,-1.717808914E1,2.600113678E1,-4.102397156E1,5.151807550E1
1.401882458E1,-1.714842606E1,2.598522186E1,-4.123965836E1,5.167213652E1
1.402887358E1,-1.725950241E1,2.605540276E1,-4.136344910E1,5.184312257E1
1.403892158E1,-1.734845734E1,2.605534554E1,-4.125962448E1,5.179002428E1
1.404897058E1,-1.719633484E1,2.634837914E1,-4.125782394E1,5.188601981E1
1.405901858E1,-1.728567886E1,2.616606331E1,-4.123175812E1,5.180265862E1
1.406906658E1,-1.733485031E1,2.627590561E1,-4.123233795E1,5.187509946E1
1.407911558E1,-1.736884308E1,2.616755295E1,-4.126763153E1,5.185976233E1
1.408916358E1,-1.731602478E1,2.607564926E1,-4.150209045E1,5.198276359E1
1.409921258E1,-1.728507614E1,2.595566940E1,-4.155470276E1,5.195444113E1
1.410926058E1,-1.744112015E1,2.620136452E1,-4.137451935E1,5.198610416E1
1.411930858E1,-1.733241272E1,2.626835632E1,-4.097926331E1,5.166951805E1
1.412935758E1,-1.731221390E1,2.609950447E1,-4.100979233E1,5.160135609E1
1.413940558E1,-1.725347137E1,2.600869942E1,-4.123948669E1,5.171875852E1
1.414945458E1,-1.730437469E1,2.582859039E1,-4.123739624E1,5.164378292E1
1.415950258E1,-1.736288834E1,2.615515518E1,-4.116178894E1,5.176731500E1
1.416955058E1,-1.736899567E1,2.621453094E1,-4.124861145E1,5.186840647E1
1.417959958E1,-1.724177170E1,2.624999809E1,-4.094232941E1,5.160053709E1
1.418964758E1,-1.733227539E1,2.610850143E1,-4.112366867E1,5.170316956E1
1.419969658E1,-1.732169342E1,2.607084084E1,-4.094709015E1,5.154021727E1
1.420974458E1,-1.736224747E1,2.610856628E1,-4.095274734E1,5.157744067E1
1.421979358E1,-1.740727234E1,2.631451416E1,-4.121625519E1,5.190613141E1
1.422984158E1,-1.736959839E1,2.628376007E1,-4.095088959E1,5.166734316E1
1.423988958E1,-1.725975800E1,2.626680946E1,-4.088785172E1,5.157190071E1
1.424993858E1,-1.722483063E1,2.639162254E1,-4.117566681E1,5.185217515E1
1.425998658E1,-1.723130798E1,2.632635880E1,-4.098487854E1,5.166967593E1
1.427003558E1,-1.719372177E1,2.637980843E1,-4.111898041E1,5.179081879E1
1.428008358E1,-1.713962173E1,2.662611198E1,-4.075112534E1,5.160785491E1
1.429013158E1,-1.721538544E1,2.664314842E1,-4.083372498E1,5.170705899E1
1.430018058E1,-1.709224319E1,2.659498978E1,-4.084026337E1,5.164654268E1
1.431022858E1,-1.702951431E1,2.665938759E1,-4.083705902E1,5.165648743E1
1.432027758E1,-1.702942276E1,2.656631851E1,-4.099086761E1,5.173027882E1
1.433032558E1,-1.691778946E1,2.656459808E1,-4.051603699E1,5.131704127E1
1.434037458E1,-1.706612015E1,2.666632652E1,-4.073510742E1,5.159161176E1
1.435042258E1,-1.695222855E1,2.671243858E1,-4.060554504E1,5.147565168E1
1.436047058E1,-1.703530502E1,2.653643227E1,-4.083523560E1,5.159360736E1
1.437051958E1,-1.708166504E1,2.665845108E1,-4.075610352E1,5.160926533E1
1.438056758E1,-1.719296265E1,2.696211624E1,-4.065799713E1,5.172645752E1
1.439061658E1,-1.725008392E1,2.701585960E1,-4.059178162E1,5.172151197E1
1.440066458E1,-1.712014389E1,2.705312920E1,-4.074495316E1,5.181816606E1
1.441071258E1,-1.718042374E1,2.721764183E1,-4.067803192E1,5.187166151E1
1.442076171E1,-1.700404739E1,2.709054947E1,-4.068671417E1,5.175368787E1
1.443080971E1,-1.704123306E1,2.700584602E1,-4.072103882E1,5.174864584E1
1.444085871E1,-1.702474594E1,2.698034096E1,-4.052474213E1,5.157553196E1
1.445090671E1,-1.694835663E1,2.704462433E1,-4.059606934E1,5.164009434E1
1.446095571E1,-1.691226196E1,2.712969398E1,-4.069252014E1,5.174868207E1
1.447100371E1,-1.684522247E1,2.712064552E1,-4.054091644E1,5.160287627E1
1.448105171E1,-1.695269394E1,2.714591599E1,-4.068305588E1,5.176297540E1
1.449110071E1,-1.688430405E1,2.723381042E1,-4.071559906E1,5.181235529E1
1.450114871E1,-1.690191269E1,2.712795448E1,-4.059765625E1,5.166981962E1
1.451119771E1,-1.677687073E1,2.720536041E1,-4.042408752E1,5.153350249E1
1.452124571E1,-1.690813446E1,2.732278442E1,-4.031127930E1,5.155015808E1
1.453129371E1,-1.687394714E1,2.744433022E1,-4.019248962E1,5.151075204E1
1.454134271E1,-1.677779770E1,2.767271423E1,-4.023040009E1,5.163098585E1
1.455139071E1,-1.668650818E1,2.769078636E1,-4.042014313E1,5.175912649E1
1.456143971E1,-1.660741806E1,2.776712418E1,-4.041324615E1,5.176919919E1
1.457148771E1,-1.662149048E1,2.768821716E1,-4.039591217E1,5.171789860E1
1.458153571E1,-1.658940506E1,2.762241173E1,-4.026577759E1,5.157071683E1
1.459158471E1,-1.664727783E1,2.777707291E1,-4.024387741E1,5.165527376E1
1.460163271E1,-1.665340042E1,2.784272575E1,-4.034923935E1,5.177464861E1
1.461168171E1,-1.659754944E1,2.787323380E1,-4.025476074E1,5.169953164E1
1.462172971E1,-1.655332565E1,2.770612526E1,-4.019574738E1,5.154939451E1
1.463177871E1,-1.654830551E1,2.781567764E1,-4.018105698E1,5.159530674E1
1.464182671E1,-1.654834747E1,2.789773750E1,-4.029177856E1,5.172580576E1
1.465187471E1,-1.645475769E1,2.790988159E1,-4.023146439E1,5.165550569E1
1.466192371E1,-1.642772675E1,2.798264313E1,-4.020351410E1,5.166450492E1
1.467197171E1,-1.639196777E1,2.789943123E1,-4.027696991E1,5.166535760E1
1.468202071E1,-1.629915619E1,2.791893196E1,-4.028011703E1,5.164897949E1
1.469206871E1,-1.632397079E1,2.806352997E1,-4.025056839E1,5.171210683E1
1.470211671E1,-1.638653183E1,2.802151489E1,-4.034853363E1,5.178540227E1
1.471216571E1,-1.637240601E1,2.768272209E1,-4.019641113E1,5.147951290E1
1.472221371E1,-1.630840302E1,2.761137199E1,-4.038439178E1,5.156792581E1
1.473226271E1,-1.636430740E1,2.778021812E1,-4.044145203E1,5.172080933E1
1.474231071E1,-1.656436920E1,2.792097092E1,-4.047627258E1,5.188725842E1
1.475235971E1,-1.648409653E1,2.781197357E1,-4.056679535E1,5.187384888E1
1.476240771E1,-1.636311340E1,2.754476166E1,-4.049955750E1,5.163990252E1
1.477245571E1,-1.636964798E1,2.757411575E1,-4.049446869E1,5.165364681E1
1.478250471E1,-1.621397018E1,2.760719490E1,-4.056212616E1,5.167529505E1
1.479255271E1,-1.631565094E1,2.743805695E1,-4.061780167E1,5.166094508E1
1.480260171E1,-1.639837646E1,2.744108200E1,-4.088386536E1,5.189807490E1
1.481264971E1,-1.624433899E1,2.734556580E1,-4.060910797E1,5.158253743E1
1.482269771E1,-1.627461624E1,2.727583122E1,-4.065483856E1,5.159118143E1
1.483274671E1,-1.614084625E1,2.743962288E1,-4.070717239E1,5.167720683E1
1.484279471E1,-1.619775391E1,2.711032486E1,-4.074713898E1,5.155255843E1
1.485284371E1,-1.606311417E1,2.710647583E1,-4.103335953E1,5.173510668E1
1.486289171E1,-1.616585922E1,2.682283020E1,-4.105252075E1,5.163437503E1
1.487294071E1,-1.605994034E1,2.678380203E1,-4.127893829E1,5.176141885E1
1.488298871E1,-1.604555893E1,2.687339401E1,-4.118434143E1,5.172803153E1
1.489303671E1,-1.604677963E1,2.694481659E1,-4.103660202E1,5.164808789E1
1.490308571E1,-1.597688293E1,2.684631157E1,-4.115677643E1,5.167074104E1
1.491313371E1,-1.604472351E1,2.690819168E1,-4.131921005E1,5.185326462E1
1.492318271E1,-1.591021347E1,2.673109436E1,-4.133777618E1,5.173488222E1
1.493323071E1,-1.601198196E1,2.666300774E1,-4.089044189E1,5.137438843E1
1.494327971E1,-1.587326813E1,2.655990410E1,-4.094315338E1,5.131988850E1
1.495332771E1,-1.568956375E1,2.650227547E1,-4.124379349E1,5.147410530E1
1.496337571E1,-1.579343414E1,2.674352455E1,-4.116720200E1,5.156924653E1
