"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.666884306E0,6.587999821E0,-7.539599895E0,-5.028839874E1,5.127543619E1
9.676884306E0,6.685599804E0,-7.673799992E0,-5.017860031E1,5.120035527E1
9.686884306E0,6.563600063E0,-7.685999870E0,-5.019079971E1,5.119835755E1
9.696884306E0,6.953999996E0,-7.881199837E0,-5.028839874E1,5.137503747E1
9.706884306E0,7.173599720E0,-8.198399544E0,-5.006879807E1,5.124020714E1
9.716884306E0,7.185800076E0,-8.344799995E0,-4.982479858E1,5.102726686E1
9.726884306E0,6.966199875E0,-8.600999832E0,-4.932460022E1,5.055117531E1
9.736884306E0,6.624599934E0,-8.710800171E0,-4.921479797E1,5.041685932E1
9.746884306E0,6.331799984E0,-8.820599556E0,-4.911719894E1,5.030302078E1
9.756884306E0,6.234200001E0,-9.088999748E0,-4.892200089E1,5.014815387E1
9.766884306E0,5.831599712E0,-9.235400200E0,-4.911719894E1,5.031698922E1
9.776884306E0,5.563199997E0,-9.320799828E0,-4.911719894E1,5.030234324E1
9.786884306E0,5.124000072E0,-9.564800262E0,-4.892200089E1,5.011090651E1
9.796884306E0,4.782400131E0,-9.589200020E0,-4.922699738E1,5.037977152E1
9.806884306E0,4.635999680E0,-9.686800003E0,-4.893420029E1,5.009872798E1
9.816884306E0,4.453000069E0,-9.784399986E0,-4.889759827E1,5.006534539E1
9.826884306E0,4.038199902E0,-9.881999969E0,-4.904399872E1,5.019237783E1
9.836884306E0,3.818599939E0,-9.808799744E0,-4.877560043E1,4.989843139E1
9.846884306E0,3.855199814E0,-9.821000099E0,-4.853160095E1,4.966518800E1
9.856884306E0,3.513599873E0,-9.918600082E0,-4.829980087E1,4.943272981E1
9.866884306E0,3.025599957E0,-9.613599777E0,-4.842179871E1,4.945954049E1
9.876884306E0,2.854799986E0,-9.625800133E0,-4.840959930E1,4.943981408E1
9.886884306E0,2.586400032E0,-9.442799568E0,-4.838520050E1,4.936581364E1
9.896884306E0,2.049599886E0,-9.284199715E0,-4.849499893E1,4.941823697E1
9.906884306E0,1.829999924E0,-9.284199715E0,-4.829980087E1,4.921804576E1
9.916884306E0,1.256600022E0,-9.186599731E0,-4.834859848E1,4.922966213E1
9.926884306E0,9.882000089E-1,-9.198800087E0,-4.825099945E1,4.912996448E1
9.936884306E0,6.222000122E-1,-9.186599731E0,-4.812899780E1,4.900184871E1
9.946884306E0,2.439999953E-2,-9.210999489E0,-4.859259796E1,4.945789809E1
9.956884306E0,-5.001999736E-1,-9.235400200E0,-4.842179871E1,4.929719472E1
9.966884306E0,-1.232200027E0,-9.174399376E0,-4.878779984E1,4.965820510E1
9.976884306E0,-1.476199985E0,-9.357399940E0,-4.888539886E1,4.979480216E1
9.986884306E0,-1.854399920E0,-9.394000053E0,-4.859259796E1,4.952702911E1
9.996884306E0,-2.269199848E0,-9.589200020E0,-4.899519730E1,4.997630822E1
1.000688431E1,-2.671799898E0,-9.674599648E0,-4.879999924E1,4.982144436E1
1.001688431E1,-3.233000040E0,-9.625800133E0,-4.911719894E1,5.015583266E1
1.002688431E1,-3.281800032E0,-9.760000229E0,-4.888539886E1,4.995808281E1
1.003688431E1,-3.855199814E0,-9.735599518E0,-4.883659744E1,4.994654856E1
1.004688431E1,-4.086999893E0,-9.906399727E0,-4.867799759E1,4.984363322E1
1.005688431E1,-4.465199947E0,-9.967399597E0,-4.855599976E1,4.976918904E1
1.006688431E1,-4.953199863E0,-9.918600082E0,-4.895859909E1,5.019817966E1
1.007688431E1,-5.050799847E0,-9.930799484E0,-4.866579819E1,4.992485624E1
1.008688431E1,-5.624199867E0,-1.007719994E1,-4.871459961E1,5.006289842E1
1.009688431E1,-6.051199913E0,-1.011380005E1,-4.881219864E1,5.021490524E1
1.010688431E1,-6.466000080E0,-1.021140003E1,-4.851939774E1,5.000213800E1
1.011688431E1,-6.844199657E0,-1.017479992E1,-4.860479736E1,5.012779617E1
1.012688431E1,-7.271199703E0,-1.015040016E1,-4.876339722E1,5.033656600E1
1.013688431E1,-7.637199879E0,-1.011380005E1,-4.831200027E1,4.994662295E1
1.014688431E1,-7.966599941E0,-1.010159969E1,-4.831200027E1,4.999558382E1
1.015688431E1,-8.283800125E0,-1.007719994E1,-4.810459900E1,4.984198780E1
1.016688431E1,-8.454599380E0,-9.918600082E0,-4.822660065E1,4.995662006E1
1.017688431E1,-8.466799736E0,-9.869799614E0,-4.806800079E1,4.979590688E1
1.018688431E1,-8.869400024E0,-9.625800133E0,-4.836079788E1,5.010078898E1
1.019688431E1,-8.722999573E0,-9.589200020E0,-4.876339722E1,5.045703506E1
1.020688431E1,-8.857199669E0,-9.601399422E0,-4.853160095E1,5.025886139E1
1.021688431E1,-9.247599602E0,-9.491600037E0,-4.884880066E1,5.061436452E1
1.022688431E1,-9.381799698E0,-9.601399422E0,-4.882439804E1,5.063622103E1
1.023688431E1,-9.894199371E0,-9.381799698E0,-4.915379715E1,5.100989238E1
1.024688431E1,-1.030900002E1,-9.333000183E0,-4.923920059E1,5.116521522E1
1.025688431E1,-1.065059948E1,-9.442799568E0,-4.905619812E1,5.107947050E1
1.026688431E1,-1.110200024E1,-9.454999924E0,-4.897079849E1,5.109589551E1
1.027688431E1,-1.190719986E1,-9.528200150E0,-4.872679901E1,5.105750629E1
1.028688431E1,-1.230980015E1,-9.589200020E0,-4.850719833E1,5.095519823E1
1.029688431E1,-1.248059940E1,-9.650199890E0,-4.912939835E1,5.160028586E1
1.030688431E1,-1.289540005E1,-9.552599907E0,-4.892200089E1,5.148694668E1
1.031688431E1,-1.315159988E1,-9.845399857E0,-4.861700058E1,5.131772816E1
1.032688431E1,-1.349319935E1,-9.942999840E0,-4.870240021E1,5.150585851E1
1.033688431E1,-1.390799999E1,-9.821000099E0,-4.875119781E1,5.163878189E1
1.034688431E1,-1.393239975E1,-1.001620007E1,-4.884880066E1,5.177491045E1
1.035688431E1,-1.395679951E1,-1.001620007E1,-4.850719833E1,5.145935101E1
1.036688431E1,-1.413980007E1,-9.930799484E0,-4.876339722E1,5.173416311E1
1.037688431E1,-1.438379955E1,-1.008939934E1,-4.848279953E1,5.156812503E1
1.038688431E1,-1.467659950E1,-1.011380005E1,-4.847060013E1,5.164388251E1
1.039688431E1,-1.471319962E1,-1.000399971E1,-4.862919998E1,5.178182446E1
1.040688431E1,-1.468879986E1,-1.011380005E1,-4.823880005E1,5.142987092E1
1.041688431E1,-1.499380016E1,-1.027239990E1,-4.818999863E1,5.150351649E1
1.042688431E1,-1.505480003E1,-1.034560013E1,-4.794599915E1,5.130786762E1
1.043688431E1,-1.501819992E1,-1.066279984E1,-4.794599915E1,5.136205276E1
1.044688431E1,-1.510359955E1,-1.084579945E1,-4.793379974E1,5.141399851E1
1.045688431E1,-1.501819992E1,-1.101659966E1,-4.759219742E1,5.110703525E1
1.046688431E1,-1.492059994E1,-1.126060009E1,-4.783620071E1,5.135881147E1
1.047688431E1,-1.521339989E1,-1.151679993E1,-4.801919937E1,5.167134336E1
1.048688431E1,-1.526219940E1,-1.163879967E1,-4.790940094E1,5.161111398E1
1.049688431E1,-1.501819992E1,-1.183399963E1,-4.797039795E1,5.164057470E1
1.050688431E1,-1.516459942E1,-1.193159962E1,-4.798259735E1,5.171709382E1
1.051688431E1,-1.555499935E1,-1.193159962E1,-4.793379974E1,5.178774210E1
1.052688431E1,-1.571360016E1,-1.199259949E1,-4.792160034E1,5.183839746E1
1.053688431E1,-1.603079987E1,-1.193159962E1,-4.797039795E1,5.196641890E1
1.054688431E1,-1.625040054E1,-1.204139996E1,-4.783620071E1,5.193623908E1
1.055688431E1,-1.615279961E1,-1.204139996E1,-4.760440063E1,5.169223547E1
1.056688431E1,-1.659199905E1,-1.183399963E1,-4.779959869E1,5.196286766E1
1.057688431E1,-1.673839951E1,-1.185839939E1,-4.784840012E1,5.206020599E1
1.058688431E1,-1.703120041E1,-1.166319942E1,-4.808020020E1,5.232396830E1
1.059688431E1,-1.712879944E1,-1.160219955E1,-4.849499893E1,5.272354053E1
1.060688431E1,-1.705559921E1,-1.162659931E1,-4.822660065E1,5.245832904E1
1.061688431E1,-1.712879944E1,-1.167539978E1,-4.827539825E1,5.253784167E1
1.062688431E1,-1.690919876E1,-1.171199989E1,-4.783620071E1,5.207104803E1
1.063688431E1,-1.682379913E1,-1.177299976E1,-4.745800018E1,5.170982036E1
1.064688431E1,-1.665299988E1,-1.204139996E1,-4.749459839E1,5.174992361E1
1.065688431E1,-1.646999931E1,-1.205359936E1,-4.717739868E1,5.140288981E1
1.066688431E1,-1.636019897E1,-1.228539944E1,-4.711639786E1,5.136674116E1
1.067688431E1,-1.592099953E1,-1.244399929E1,-4.690900040E1,5.107627299E1
1.068688431E1,-1.594539928E1,-1.250500011E1,-4.672599792E1,5.093083220E1
1.069688431E1,-1.579899979E1,-1.260260010E1,-4.684799957E1,5.102126015E1
1.070688431E1,-1.593319988E1,-1.259039974E1,-4.716519928E1,5.135115429E1
1.071688431E1,-1.605520058E1,-1.246840000E1,-4.747019958E1,5.163961960E1
1.072688431E1,-1.583559990E1,-1.252939987E1,-4.731159973E1,5.144064108E1
1.073688431E1,-1.599419975E1,-1.246840000E1,-4.733599854E1,5.149730266E1
1.074688431E1,-1.605520058E1,-1.246840000E1,-4.736039734E1,5.153870100E1
1.075688431E1,-1.621380043E1,-1.250500011E1,-4.710419846E1,5.136212480E1
1.076688431E1,-1.644560051E1,-1.250500011E1,-4.747019958E1,5.177115657E1
1.077688431E1,-1.638459969E1,-1.254160023E1,-4.729940033E1,5.160407072E1
1.078688431E1,-1.633580017E1,-1.254160023E1,-4.693339920E1,5.125323467E1
1.079688431E1,-1.642119980E1,-1.270020008E1,-4.707979965E1,5.145345878E1
1.080688431E1,-1.648220062E1,-1.276119995E1,-4.693339920E1,5.135421231E1
1.081688431E1,-1.656760025E1,-1.294419956E1,-4.693339920E1,5.142744054E1
1.082688431E1,-1.643339920E1,-1.305399990E1,-4.650639725E1,5.102262741E1
1.083688431E1,-1.667740059E1,-1.278559971E1,-4.643320084E1,5.096714030E1
1.084688431E1,-1.639679909E1,-1.287099934E1,-4.653079987E1,5.098659609E1
1.085688431E1,-1.670179939E1,-1.283440018E1,-4.660400009E1,5.114298344E1
1.086688431E1,-1.686039925E1,-1.280999947E1,-4.692119980E1,5.147784125E1
1.087688431E1,-1.664080048E1,-1.289540005E1,-4.672599792E1,5.124964844E1
1.088688431E1,-1.679940033E1,-1.282219982E1,-4.695779800E1,5.149430505E1
1.089688431E1,-1.672620010E1,-1.285879993E1,-4.686019897E1,5.139059013E1
1.090688431E1,-1.665299988E1,-1.301739979E1,-4.690900040E1,5.145123342E1
1.091688431E1,-1.666519928E1,-1.335900021E1,-4.693339920E1,5.156486899E1
1.092688431E1,-1.673839951E1,-1.348099995E1,-4.666500092E1,5.137639232E1
1.093688431E1,-1.646999931E1,-1.361520004E1,-4.646979904E1,5.114759792E1
1.094688431E1,-1.627479935E1,-1.379819965E1,-4.688459778E1,5.151140569E1
1.095688431E1,-1.628699875E1,-1.383479977E1,-4.676259995E1,5.141409113E1
1.096688431E1,-1.631139946E1,-1.402999973E1,-4.676259995E1,5.147468697E1
1.097688431E1,-1.625040054E1,-1.411539936E1,-4.700659943E1,5.170048749E1
1.098688431E1,-1.631139946E1,-1.407880020E1,-4.704319763E1,5.174298804E1
1.099688431E1,-1.600639915E1,-1.422519970E1,-4.731159973E1,5.193215372E1
1.100688431E1,-1.600639915E1,-1.415199947E1,-4.716519928E1,5.177875941E1
1.101688431E1,-1.594539928E1,-1.432279968E1,-4.725059891E1,5.188465521E1
1.102688431E1,-1.618939972E1,-1.455459976E1,-4.703099823E1,5.182516601E1
1.103688431E1,-1.648220062E1,-1.459119987E1,-4.717739868E1,5.206028234E1
1.104688431E1,-1.636019897E1,-1.457899952E1,-4.729940033E1,5.212903806E1
1.105688431E1,-1.633580017E1,-1.468879986E1,-4.720179749E1,5.206370035E1
1.106688431E1,-1.656760025E1,-1.472539997E1,-4.755559921E1,5.246768338E1
1.107688431E1,-1.662859917E1,-1.472539997E1,-4.766539764E1,5.258647970E1
1.108688431E1,-1.677499962E1,-1.466440010E1,-4.833639908E1,5.322454996E1
1.109688431E1,-1.677499962E1,-1.451799965E1,-4.877560043E1,5.358387933E1
1.110688431E1,-1.660420036E1,-1.426179981E1,-4.879999924E1,5.348400068E1
1.111688431E1,-1.648220062E1,-1.431059933E1,-4.921479797E1,5.383820697E1
1.112688431E1,-1.640900040E1,-1.429839993E1,-4.904399872E1,5.365643805E1
1.113688431E1,-1.632359886E1,-1.434719944E1,-4.875119781E1,5.337584941E1
1.114688431E1,-1.598199940E1,-1.445699978E1,-4.861700058E1,5.317933708E1
1.115688431E1,-1.605520058E1,-1.444479942E1,-4.849499893E1,5.308659546E1
1.116688431E1,-1.570139980E1,-1.477419949E1,-4.808020020E1,5.269266151E1
1.117688431E1,-1.568919945E1,-1.495720005E1,-4.767760086E1,5.237387170E1
1.118688431E1,-1.564039993E1,-1.517679977E1,-4.726279831E1,5.204545576E1
1.119688431E1,-1.551839924E1,-1.542079926E1,-4.689680099E1,5.174873630E1
1.120688431E1,-1.572579956E1,-1.548180008E1,-4.704319763E1,5.196199909E1
1.121688431E1,-1.599419975E1,-1.533539963E1,-4.718959808E1,5.213297493E1
1.122688431E1,-1.588439941E1,-1.534759998E1,-4.694559860E1,5.188209901E1
1.123688431E1,-1.594539928E1,-1.528660011E1,-4.675040054E1,5.170624578E1
1.124688431E1,-1.625040054E1,-1.504259968E1,-4.693339920E1,5.189507957E1
1.125688431E1,-1.610400009E1,-1.504259968E1,-4.676259995E1,5.169486800E1
1.126688431E1,-1.616499901E1,-1.503039932E1,-4.696999741E1,5.189798409E1
1.127688431E1,-1.600639915E1,-1.479859924E1,-4.689680099E1,5.171569681E1
1.128688431E1,-1.561599922E1,-1.490839958E1,-4.651860046E1,5.128450057E1
1.129688431E1,-1.538420010E1,-1.503039932E1,-4.670159912E1,5.141620247E1
1.130688431E1,-1.533539963E1,-1.510359955E1,-4.664059830E1,5.136768060E1
1.131688431E1,-1.509140015E1,-1.516459942E1,-4.655519867E1,5.123574882E1
1.132688431E1,-1.460339928E1,-1.535979939E1,-4.643320084E1,5.104140327E1
1.133688431E1,-1.474979973E1,-1.531099987E1,-4.634779739E1,5.099119171E1
1.134688431E1,-1.465219975E1,-1.534759998E1,-4.645759964E1,5.107391063E1
1.135688431E1,-1.478639984E1,-1.528660011E1,-4.638439941E1,5.102774022E1
1.136688431E1,-1.485960007E1,-1.505480003E1,-4.671379852E1,5.127995408E1
1.137688431E1,-1.457899952E1,-1.505480003E1,-4.672599792E1,5.121047855E1
1.138688431E1,-1.468879986E1,-1.490839958E1,-4.689680099E1,5.135495266E1
1.139688431E1,-1.450579929E1,-1.495720005E1,-4.688459778E1,5.130596023E1
1.140688431E1,-1.454239941E1,-1.496939945E1,-4.675040054E1,5.119730707E1
1.141688431E1,-1.454239941E1,-1.490839958E1,-4.717739868E1,5.156984298E1
1.142688431E1,-1.445699978E1,-1.490839958E1,-4.712859726E1,5.150116407E1
1.143688431E1,-1.426179981E1,-1.507919979E1,-4.738479996E1,5.173103969E1
1.144688431E1,-1.448139954E1,-1.518900013E1,-4.756779861E1,5.199146202E1
1.145688431E1,-1.465219975E1,-1.520119953E1,-4.733599854E1,5.183107352E1
1.146688431E1,-1.466440010E1,-1.539639950E1,-4.717739868E1,5.174747041E1
1.147688431E1,-1.473759937E1,-1.550619984E1,-4.721400070E1,5.183436052E1
1.148688431E1,-1.507919979E1,-1.542079926E1,-4.726279831E1,5.195147178E1
1.149688431E1,-1.487179947E1,-1.559159946E1,-4.721400070E1,5.189826833E1
1.150688431E1,-1.514019966E1,-1.560379982E1,-4.720179749E1,5.196839328E1
1.151688431E1,-1.529879951E1,-1.564039993E1,-4.710419846E1,5.193727841E1
1.152688431E1,-1.500599957E1,-1.576239967E1,-4.683580017E1,5.164518800E1
1.153688431E1,-1.511579990E1,-1.568919945E1,-4.693339920E1,5.174342805E1
1.154688431E1,-1.511579990E1,-1.562819958E1,-4.692119980E1,5.171389580E1
1.155688431E1,-1.522559929E1,-1.561599922E1,-4.694559860E1,5.176453934E1
1.156688431E1,-1.537199974E1,-1.573799992E1,-4.687239838E1,5.177841970E1
1.157688431E1,-1.551839924E1,-1.575019932E1,-4.667720032E1,5.164930322E1
1.158688431E1,-1.534759998E1,-1.575019932E1,-4.649419785E1,5.143275257E1
1.159688431E1,-1.542079926E1,-1.578679943E1,-4.677479935E1,5.171949284E1
1.160688431E1,-1.564039993E1,-1.565259933E1,-4.651860046E1,5.151316497E1
1.161688431E1,-1.592099953E1,-1.587220001E1,-4.654299927E1,5.168806187E1
1.162688431E1,-1.590880013E1,-1.579899979E1,-4.649419785E1,5.161791113E1
1.163688431E1,-1.615279961E1,-1.567700005E1,-4.625019836E1,5.143697225E1
1.164688431E1,-1.584779930E1,-1.579899979E1,-4.627460098E1,5.140136023E1
1.165688431E1,-1.603079987E1,-1.573799992E1,-4.610379791E1,5.128578134E1
1.166688431E1,-1.589659977E1,-1.578679943E1,-4.611599731E1,5.126997297E1
1.167688431E1,-1.583559990E1,-1.577460003E1,-4.573780060E1,5.090727486E1
1.168688431E1,-1.612839890E1,-1.581120014E1,-4.609159851E1,5.132791399E1
1.169688431E1,-1.585999966E1,-1.575019932E1,-4.604280090E1,5.118151896E1
1.170688431E1,-1.603079987E1,-1.568919945E1,-4.616479874E1,5.132568719E1
1.171688431E1,-1.623819923E1,-1.567700005E1,-4.660400009E1,5.178204582E1
1.172688431E1,-1.644560051E1,-1.560379982E1,-4.659180069E1,5.181440182E1
1.173688431E1,-1.668959999E1,-1.557940006E1,-4.698220062E1,5.223588450E1
1.174688431E1,-1.688479996E1,-1.567700005E1,-4.664059830E1,5.202124767E1
1.175688431E1,-1.690919876E1,-1.577460003E1,-4.648199844E1,5.191661765E1
1.176688431E1,-1.683600044E1,-1.589659977E1,-4.644540024E1,5.189728315E1
1.177688431E1,-1.700679970E1,-1.581120014E1,-4.633559799E1,5.182868826E1
1.178688431E1,-1.706780052E1,-1.605520058E1,-4.637220001E1,5.195632988E1
1.179688431E1,-1.679940033E1,-1.620159912E1,-4.632339859E1,5.187069425E1
1.180688431E1,-1.684819984E1,-1.616499901E1,-4.636000061E1,5.190779024E1
1.181688431E1,-1.639679909E1,-1.629920006E1,-4.615259933E1,5.161958319E1
1.182688431E1,-1.654319954E1,-1.629920006E1,-4.675040054E1,5.220097053E1
1.183688431E1,-1.657979965E1,-1.627479935E1,-4.677479935E1,5.222681978E1
1.184688431E1,-1.638459969E1,-1.642119980E1,-4.643320084E1,5.190523143E1
1.185688431E1,-1.660420036E1,-1.656760025E1,-4.678699875E1,5.233744453E1
1.186688431E1,-1.679940033E1,-1.644560051E1,-4.651860046E1,5.212156767E1
1.187688431E1,-1.672620010E1,-1.660420036E1,-4.636000061E1,5.200687355E1
1.188688431E1,-1.681159973E1,-1.662859917E1,-4.639659882E1,5.207479791E1
1.189688431E1,-1.686039925E1,-1.672620010E1,-4.612820053E1,5.188303882E1
1.190688431E1,-1.667740059E1,-1.679940033E1,-4.575000000E1,5.151133896E1
1.191688431E1,-1.678719902E1,-1.690919876E1,-4.610379791E1,5.189692896E1
1.192688431E1,-1.671399879E1,-1.682379913E1,-4.617699814E1,5.191062637E1
1.193688431E1,-1.646999931E1,-1.679940033E1,-4.607939911E1,5.173772078E1
1.194688431E1,-1.609179878E1,-1.695800018E1,-4.626239777E1,5.183366865E1
1.195688431E1,-1.598199940E1,-1.694579887E1,-4.622579956E1,5.176300754E1
1.196688431E1,-1.576239967E1,-1.707999992E1,-4.598180008E1,5.152189418E1
1.197688431E1,-1.604299927E1,-1.677499962E1,-4.651860046E1,5.198806235E1
1.198688431E1,-1.606739998E1,-1.667740059E1,-4.651860046E1,5.196419172E1
1.199688431E1,-1.599419975E1,-1.666519928E1,-4.643320084E1,5.186121318E1
1.200688431E1,-1.616499901E1,-1.657979965E1,-4.644540024E1,5.189770855E1
1.201688431E1,-1.595759964E1,-1.667740059E1,-4.622579956E1,5.166822255E1
1.202688431E1,-1.587220001E1,-1.671399879E1,-4.627460098E1,5.169741952E1
1.203688431E1,-1.600639915E1,-1.662859917E1,-4.623799896E1,5.167850300E1
1.204688431E1,-1.593319988E1,-1.664080048E1,-4.621360016E1,5.163796993E1
1.205688431E1,-1.577460003E1,-1.676280022E1,-4.598180008E1,5.142135175E1
1.206688431E1,-1.589659977E1,-1.673839951E1,-4.615259933E1,5.160366583E1
1.207688431E1,-1.588439941E1,-1.670179939E1,-4.603059769E1,5.147892939E1
1.208688431E1,-1.575019932E1,-1.678719902E1,-4.640879822E1,5.180400932E1
1.209688431E1,-1.577460003E1,-1.650659943E1,-4.617699814E1,5.151330884E1
1.210688431E1,-1.570139980E1,-1.642119980E1,-4.601839828E1,5.132136728E1
1.211688431E1,-1.554279995E1,-1.639679909E1,-4.589640045E1,5.115577411E1
1.212688431E1,-1.543299961E1,-1.626259995E1,-4.605500031E1,5.122218940E1
1.213688431E1,-1.538420010E1,-1.617720032E1,-4.600619888E1,5.113654034E1
1.214688431E1,-1.509140015E1,-1.622599983E1,-4.603059769E1,5.108668469E1
1.215688431E1,-1.515240002E1,-1.610400009E1,-4.603059769E1,5.106613328E1
1.216688431E1,-1.509140015E1,-1.607959938E1,-4.584759903E1,5.087539888E1
1.217688431E1,-1.495720005E1,-1.623819923E1,-4.620140076E1,5.120514017E1
1.218688431E1,-1.512799931E1,-1.605520058E1,-4.634779739E1,5.132975893E1
1.219688431E1,-1.512799931E1,-1.611619949E1,-4.639659882E1,5.139292394E1
1.220688431E1,-1.518900013E1,-1.601860046E1,-4.650639725E1,5.147957139E1
1.221688431E1,-1.514019966E1,-1.598199940E1,-4.653079987E1,5.147587092E1
1.222688431E1,-1.517679977E1,-1.590880013E1,-4.657959747E1,5.150809717E1
1.223688431E1,-1.507919979E1,-1.584779930E1,-4.683580017E1,5.169262217E1
1.224688431E1,-1.505480003E1,-1.587220001E1,-4.666500092E1,5.153829690E1
1.225688431E1,-1.514019966E1,-1.585999966E1,-4.622579956E1,5.116238638E1
1.226688431E1,-1.522559929E1,-1.603079987E1,-4.626239777E1,5.127391993E1
1.227688431E1,-1.516459942E1,-1.579899979E1,-4.640879822E1,5.131617700E1
1.228688431E1,-1.517679977E1,-1.577460003E1,-4.650639725E1,5.140056656E1
1.229688431E1,-1.500599957E1,-1.593319988E1,-4.686019897E1,5.171967836E1
1.230688431E1,-1.514019966E1,-1.582339954E1,-4.682360077E1,5.169192594E1
1.231688431E1,-1.501819992E1,-1.579899979E1,-4.689680099E1,5.171522664E1
1.232688431E1,-1.500599957E1,-1.556719971E1,-4.725059891E1,5.196284083E1
1.233688431E1,-1.523779964E1,-1.539639950E1,-4.784840012E1,5.252341429E1
1.234688431E1,-1.498159981E1,-1.537199974E1,-4.778739929E1,5.238685178E1
1.235688431E1,-1.523779964E1,-1.532319927E1,-4.781179810E1,5.246864789E1
1.236688431E1,-1.520119953E1,-1.544519997E1,-4.766539764E1,5.236048894E1
1.237688431E1,-1.514019966E1,-1.538420010E1,-4.739699936E1,5.208046473E1
1.238688431E1,-1.514019966E1,-1.526219940E1,-4.764099884E1,5.226686471E1
1.239688431E1,-1.506699944E1,-1.538420010E1,-4.714080048E1,5.182608565E1
1.240688431E1,-1.498159981E1,-1.557940006E1,-4.688459778E1,5.162684910E1
1.241688431E1,-1.478639984E1,-1.562819958E1,-4.696999741E1,5.166293544E1
1.242688431E1,-1.473759937E1,-1.537199974E1,-4.694559860E1,5.154982482E1
1.243688431E1,-1.455459976E1,-1.542079926E1,-4.706760025E1,5.162360330E1
1.244688431E1,-1.444479942E1,-1.528660011E1,-4.728720093E1,5.175337424E1
1.245688431E1,-1.459119987E1,-1.500599957E1,-4.727499771E1,5.170114646E1
1.246688431E1,-1.409099960E1,-1.515240002E1,-4.688459778E1,5.124760487E1
1.247688431E1,-1.424959946E1,-1.487179947E1,-4.700659943E1,5.132096934E1
1.248688431E1,-1.413980007E1,-1.476200008E1,-4.703099823E1,5.128123816E1
1.249688431E1,-1.392019939E1,-1.463999939E1,-4.678699875E1,5.096199354E1
1.250688431E1,-1.410319996E1,-1.461559963E1,-4.726279831E1,5.144208497E1
1.251688431E1,-1.387139988E1,-1.457899952E1,-4.718959808E1,5.130127804E1
1.252688431E1,-1.378599930E1,-1.446920013E1,-4.712859726E1,5.119097781E1
1.253688431E1,-1.376159954E1,-1.449359989E1,-4.726279831E1,5.131489222E1
1.254688431E1,-1.395679951E1,-1.440819931E1,-4.737260056E1,5.144464737E1
1.255688431E1,-1.388359928E1,-1.438379955E1,-4.782399750E1,5.183418520E1
1.256688431E1,-1.392019939E1,-1.416419983E1,-4.816559982E1,5.209915080E1
1.257688431E1,-1.411539936E1,-1.407880020E1,-4.817779922E1,5.213978761E1
1.258688431E1,-1.413980007E1,-1.410319996E1,-4.821439743E1,5.218680211E1
1.259688431E1,-1.416419983E1,-1.401779938E1,-4.799480057E1,5.196752965E1
1.260688431E1,-1.412759972E1,-1.400559998E1,-4.781179810E1,5.178526761E1
1.261688431E1,-1.392019939E1,-1.399339962E1,-4.759219742E1,5.152285356E1
1.262688431E1,-1.410319996E1,-1.372499943E1,-4.792160034E1,5.180497696E1
1.263688431E1,-1.381040001E1,-1.374940014E1,-4.766539764E1,5.149527440E1
1.264688431E1,-1.387139988E1,-1.383479977E1,-4.768980026E1,5.155709911E1
1.265688431E1,-1.392019939E1,-1.367619991E1,-4.799480057E1,5.181033948E1
1.266688431E1,-1.354199982E1,-1.376159954E1,-4.744580078E1,5.122373857E1
1.267688431E1,-1.376159954E1,-1.363959980E1,-4.751899719E1,5.131739860E1
1.268688431E1,-1.385919952E1,-1.361520004E1,-4.765319824E1,5.146142620E1
1.269688431E1,-1.379819965E1,-1.371280003E1,-4.760440063E1,5.142577329E1
1.270688431E1,-1.365180016E1,-1.368839931E1,-4.766539764E1,5.143669950E1
1.271688431E1,-1.383479977E1,-1.367619991E1,-4.775079727E1,5.156140775E1
1.272688431E1,-1.357859993E1,-1.371280003E1,-4.753120041E1,5.129945685E1
1.273688431E1,-1.329799938E1,-1.385919952E1,-4.762879944E1,5.135578580E1
1.274688431E1,-1.333459949E1,-1.366399956E1,-4.751899719E1,5.121104883E1
1.275688431E1,-1.290759945E1,-1.374940014E1,-4.759219742E1,5.119247389E1
1.276688431E1,-1.278559971E1,-1.376159954E1,-4.755559921E1,5.113108837E1
1.277688431E1,-1.289540005E1,-1.359079933E1,-4.800699997E1,5.153322438E1
1.278688431E1,-1.257819939E1,-1.370059967E1,-4.801919937E1,5.149525259E1
1.279688431E1,-1.227320004E1,-1.372499943E1,-4.805579758E1,5.146228453E1
1.280688431E1,-1.224879932E1,-1.360299969E1,-4.814119720E1,5.150387902E1
1.281688431E1,-1.206579971E1,-1.360299969E1,-4.799480057E1,5.132373724E1
1.282688431E1,-1.215119934E1,-1.354199982E1,-4.850719833E1,5.180719732E1
1.283688431E1,-1.221220016E1,-1.331019974E1,-4.866579819E1,5.191010656E1
1.284688431E1,-1.204139996E1,-1.320039940E1,-4.869020081E1,5.186503168E1
1.285688431E1,-1.202919960E1,-1.310279942E1,-4.888539886E1,5.202083446E1
1.286688431E1,-1.209019947E1,-1.302960014E1,-4.864139938E1,5.178734534E1
1.287688431E1,-1.204139996E1,-1.296859932E1,-4.859259796E1,5.171479921E1
1.288688431E1,-1.184619999E1,-1.287099934E1,-4.866579819E1,5.171416625E1
1.289688431E1,-1.182180023E1,-1.278559971E1,-4.847060013E1,5.150364645E1
